Line,ID,Column,Row,Grid,meanLength,meanWidth,meanLeng6,meanVD_in_um.mm2,flowering.time,plant.height..cm.,leaf.weight,leaf_area..cm².,Violaxanthin..ug.g.,Lutein..ug.g.,Betacarotene..ug.g.,Alphatocopherol..ug.g.,Total_carotenoids..ug.g.,noout.meanLength,noout.meanWidth,noout.meanVD_in_um.mm2,noout.flowering.time,noout.plant.height..cm.,noout.leaf.weight,noout.leaf_area,noout.Alphatocopherol..ug.g.,sqrt.noout.meanVD_in_um.mm2,cbrt.flowering.time,sqaure.plant.height..cm.,logPls1.leaf.weight,sqrt.leaf.area,log.Alphatocopherol..ug.g.
F2,81,3,23,3,35.36311111,109.8422778,247.0923333,7429.872376,,27,0.2,47.6,16.42700607,40.46216973,92.32744507,17.83767007,149.2166209,35.36311111,109.8422778,7429.872376,,27,0.2,47.6,17.83767007,86.19670745,,729,0.182321557,6.899275324,2.881312517
F2,82,3,21,3,48.23186111,118.4821667,322.7745,6124.735022,38,43,1.4,49.8,17.3203622,42.6667991,94.748338,18.8432074,154.7354993,48.23186111,118.4821667,6124.735022,38,43,1.4,49.8,18.8432074,78.26068631,3.361975407,1849,0.875468737,7.056911506,2.936152499
F2,83,3,20,3,40.60780556,118.27475,235.6386667,8134.153687,42,50,0.5,25.16667,16.85388955,36.76194976,87.26778258,11.76744153,140.8836219,40.60780556,118.27475,8134.153687,42,50,0.5,25.16667,11.76744153,90.18954311,3.476026645,2500,0.405465108,5.016639313,2.465336526
F2,84,3,19,3,51.23008334,132.9685,313.6473333,6027.638981,37,52,0.8,41.5,14.26523678,36.59735769,82.7589116,18.08204612,133.6215061,51.23008334,132.9685,6027.638981,37,52,0.8,41.5,18.08204612,77.63787079,3.332221852,2704,0.587786665,6.442049363,2.894919519
F2,85,3,18,4,40.41188889,117.1850833,261.1851667,7457.127405,40,47,0.5,20.1,,,,,,40.41188889,117.1850833,7457.127405,40,47,0.5,20.1,,86.35466059,3.419951893,2209,0.405465108,4.483302354,
F2,86,3,17,4,42.26069444,123.3224167,255.6243333,5792.072246,38,53,1.2,43.83333333,,,,,,42.26069444,123.3224167,5792.072246,38,53,1.2,43.83333333,,76.10566501,3.361975407,2809,0.78845736,6.620674688,
F2,87,3,16,4,39.40969445,105.7582778,274.5726667,7075.556996,41,62,1.2,43.86666667,,,,,,39.40969445,105.7582778,7075.556996,41,62,1.2,43.86666667,,84.11633014,3.44821724,3844,0.78845736,6.623191577,
F2,88,3,15,4,50.00152778,122.2921945,288.5956667,5736.502271,41,50,1.1,35.3,,,,,,50.00152778,122.2921945,5736.502271,41,50,1.1,35.3,,75.73970076,3.44821724,2500,0.741937345,5.941380311,
F2,89,3,14,4,57.22247222,130.0927222,377.0825,6065.682459,34,58,1.1,34.7,,,,,,57.22247222,130.0927222,6065.682459,34,58,1.1,34.7,,77.88249135,3.239611801,3364,0.741937345,5.89067059,
F2,90,3,13,4,,,,7684.782609,36,49,0.3,16.2,,,,,,,,7684.782609,36,49,0.3,16.2,,87.66289186,3.301927249,2401,0.262364264,4.024922359,
F2,91,3,12,5,48.90705556,118.7518611,280.9513333,6573.761628,40,62,0.7,30.2,,,,,,48.90705556,118.7518611,6573.761628,40,62,0.7,30.2,,81.07873721,3.419951893,3844,0.530628251,5.495452666,
F2,92,3,11,5,44.88527778,122.5873889,266.7648333,6452.855289,40,49,0.8,29.63333333,,,,,,44.88527778,122.5873889,6452.855289,40,49,0.8,29.63333333,,80.32966631,3.419951893,2401,0.587786665,5.443650735,
F2,93,3,10,5,39.15036111,125.4717778,248.7636667,6519.10015,44,45,1.1,41.26666667,,,,,,39.15036111,125.4717778,6519.10015,44,45,1.1,41.26666667,,80.74094469,3.530348335,2025,0.741937345,6.423913657,
F2,94,3,9,5,36.76511111,118.5320556,216.1273333,8019.868053,36,52,0.6,21.7,10.60046601,30.90153855,69.96938176,6.692546994,111.4713863,36.76511111,118.5320556,8019.868053,36,52,0.6,21.7,6.692546994,89.55371602,3.301927249,2704,0.470003629,4.65832588,1.900994518
F2,95,3,8,5,48.09052778,116.39975,277.1928333,6076.58447,42,55,1.1,43.46666667,15.76584627,36.17494915,85.77138709,9.859751056,137.7121825,48.09052778,116.39975,6076.58447,42,55,1.1,43.46666667,9.859751056,77.95245006,3.476026645,3025,0.741937345,6.592925502,2.28846092
F2,96,3,7,5,47.19866667,131.7507778,297.1826667,5462.589228,37,56,1.4,47.2,11.86565519,29.61561587,68.91674803,8.049451754,110.3980191,47.19866667,131.7507778,5462.589228,37,56,1.4,47.2,8.049451754,73.90933113,3.332221852,3136,0.875468737,6.870225615,2.085603984
F2,97,3,5,6,49.11069445,129.8999722,287.6925,6717.304782,37,58,0.7,30.3,11.064408,28.64841278,57.93123063,5.101026972,97.64405142,49.11069445,129.8999722,6717.304782,37,58,0.7,30.3,5.101026972,81.95916533,3.332221852,3364,0.530628251,5.504543578,1.629441887
F2,98,3,4,6,50.36352778,138.3126945,268.962,6944.751785,34,45,0.2,26.8,12.93470122,29.38151133,64.43152837,28.39318078,106.7477409,50.36352778,138.3126945,6944.751785,34,45,0.2,26.8,28.39318078,83.33517736,3.239611801,2025,0.182321557,5.176871642,3.346149003
F2,99,3,3,6,55.2195,122.7450278,342.2016667,5739.83344,44,58,1.5,56.1,13.94963282,39.24831044,82.46394363,12.20154771,135.6618869,55.2195,122.7450278,5739.83344,44,58,1.5,56.1,12.20154771,75.76168847,3.530348335,3364,0.916290732,7.489993324,2.501562805
F2,100,3,2,6,42.85777778,114.0874722,235.527,6703.737833,44,48,0.6,26,10.61412462,32.59792684,72.33631075,7.284646667,115.5483622,42.85777778,114.0874722,6703.737833,44,48,0.6,26,7.284646667,81.87635698,3.530348335,2304,0.470003629,5.099019514,1.985768937
F2,101,3,1,6,42.55688889,117.4929445,250.8591667,7067.304782,38,66,1.7,73.3,15.93075489,41.47917366,93.66381988,8.229840954,151.0737484,42.55688889,117.4929445,7067.304782,38,66,1.7,73.3,8.229840954,84.06726344,3.361975407,4356,0.993251773,8.561541917,2.107766689
F2,102,4,1,7,44.07488889,113.8836667,241.3788333,6819.965392,50,26,1.4,58.84966667,13.86501185,36.45415853,78.13859496,18.97271527,128.4577653,44.07488889,113.8836667,6819.965392,50,26,1.4,58.84966667,18.97271527,82.58308175,3.684031499,676,0.875468737,7.67135364,2.943001909
F2,103,4,2,7,51.17363889,114.0770833,283.0341667,6192.266925,37,48,2,57.60766667,12.35875172,30.00607998,69.61199225,5.699403213,111.976824,51.17363889,114.0770833,6192.266925,37,48,2,57.60766667,5.699403213,78.69095834,3.332221852,2304,1.098612289,7.589971454,1.74036147
F2,104,4,3,7,40.85511111,117.3770556,263.8983333,6383.218689,38,53,0.8,35.81,8.529211,27.58595617,61.56799637,5.176069201,97.68316353,40.85511111,117.3770556,6383.218689,38,53,0.8,35.81,5.176069201,79.89504796,3.361975407,2809,0.587786665,5.98414572,1.644045927
F2,105,4,4,7,40.44116667,111.7531111,262.7423333,6250.486697,39,43,0.7,31.12333333,13.14509231,34.57227804,77.83958531,6.216578257,125.5569557,40.44116667,111.7531111,6250.486697,39,43,0.7,31.12333333,6.216578257,79.06001959,3.391211443,1849,0.530628251,5.578829029,1.827219636
F2,106,4,5,7,37.46113889,112.5664444,244.3705,6859.6366,36,58,0.9,37.869,16.00483724,42.26569651,89.22695072,7.376840962,147.4974845,37.46113889,112.5664444,6859.6366,36,58,0.9,37.869,7.376840962,82.82292316,3.301927249,3364,0.641853886,6.153779327,1.998345493
F2,107,4,6,7,46.92663889,122.3839167,303.1583333,6671.349773,42,45,0.6,28.3,11.86801252,32.36301064,69.23349618,8.685959196,113.4645193,46.92663889,122.3839167,6671.349773,42,45,0.6,28.3,8.685959196,81.67833111,3.476026645,2025,0.470003629,5.319774431,2.161707836
F2,108,4,7,8,34.14380556,97.6555,221.133,7492.786068,35,48,0.4,6.756666667,15.75139034,38.75383852,90.75852383,11.93706945,145.2637527,34.14380556,97.6555,7492.786068,35,48,0.4,6.756666667,11.93706945,86.5608807,3.27106631,2304,0.336472237,2.599358895,2.479648638
F2,109,4,8,8,43.85430556,122.0777778,260.8218333,6282.284231,41,33,0.3,14.81666667,15.9662534,36.25730316,86.10070936,21.05102401,138.3242659,43.85430556,122.0777778,6282.284231,41,33,0.3,14.81666667,21.05102401,79.26086191,3.44821724,1089,0.262364264,3.84924235,3.046949206
F2,110,4,9,8,33.12272222,101.8705555,196.8561667,7388.232751,34,54,0.7,27.00333333,,,,,,33.12272222,101.8705555,7388.232751,34,54,0.7,27.00333333,,85.95482971,3.239611801,2916,0.530628251,5.196473163,
F2,111,4,10,8,28.73336111,108.847,171.0363333,8137.942894,51,37,1.1,48.64666667,15.92777357,43.62188534,94.14650155,12.786511,153.6961605,28.73336111,108.847,8137.942894,51,37,1.1,48.64666667,12.786511,90.21054758,3.708429769,1369,0.741937345,6.974716243,2.548390787
F2,112,4,11,8,44.31030556,117.0458056,262.6475,6193.277632,47,55,0.6,25.81,15.68240397,29.80429671,64.16709755,10.66801595,109.6537982,44.31030556,117.0458056,6193.277632,47,55,0.6,25.81,10.66801595,78.69738008,3.60882608,3025,0.470003629,5.080354318,2.367250101
F2,113,4,12,8,40.49783333,107.6734722,247.7963333,6845.630544,49,42,1.4,60.47333333,14.29411399,33.74418685,74.60429337,9.274738016,122.6425942,40.49783333,107.6734722,6845.630544,49,42,1.4,60.47333333,9.274738016,82.73832573,3.65930571,1764,0.875468737,7.776460206,2.227294362
F2,114,4,13,9,41.46511111,115.3567778,253.1556667,6864.557645,43,55,1.6,59.90666667,20.98319164,45.28919898,106.9190413,20.16219865,173.191432,41.46511111,115.3567778,6864.557645,43,55,1.6,59.90666667,20.16219865,82.85262606,3.50339806,3025,0.955511445,7.739939707,3.003809497
F2,115,4,14,9,45.89919444,115.1405278,276.8261667,6474.659312,44,76,1.6,58.11666667,20.4465193,44.16630304,104.1420313,30.4366145,168.7548536,45.89919444,115.1405278,6474.659312,44,76,1.6,58.11666667,30.4366145,80.46526774,3.530348335,5776,0.955511445,7.6234288,3.415646308
F2,116,4,16,9,41.20033334,108.3445278,242.2875,6676.422238,39,58,1.1,34.72,11.48869149,26.63434845,60.44598041,13.22593723,98.56902036,41.20033334,108.3445278,6676.422238,39,58,1.1,34.72,13.22593723,81.70937668,3.391211443,3364,0.741937345,5.892367945,2.582179843
F2,117,4,17,9,45.98127778,121.5256111,261.0441667,6644.397579,42,67,1.5,58.5,,,,,,45.98127778,121.5256111,6644.397579,42,67,1.5,58.5,,81.51317427,3.476026645,4489,0.916290732,7.64852927,
F2,118,4,18,9,43.88877778,122.6838333,256.857,6884.393251,37,51,0.8,30.03333333,9.428807097,25.51345266,60.77380577,4.240440298,95.71606553,43.88877778,122.6838333,6884.393251,37,51,0.8,30.03333333,4.240440298,82.97224386,3.332221852,2601,0.587786665,5.480267633,1.444667108
F2,119,4,19,10,53.08536111,145.1968333,319.4583333,5894.21804,39,63,0.7,31.79333333,14.44422001,24.10633248,66.96686079,6.713303863,105.5174133,53.08536111,145.1968333,5894.21804,39,63,0.7,31.79333333,6.713303863,76.7738109,3.391211443,3969,0.530628251,5.638557735,1.904091209
F2,120,4,20,10,39.06294444,121.6758611,264.4315,6380.180889,34,44,0.3,17.34666667,15.99374395,39.55337683,95.23865396,24.32447087,150.7857747,39.06294444,121.6758611,6380.180889,34,44,0.3,17.34666667,24.32447087,79.87603451,3.239611801,1936,0.262364264,4.164932973,3.191482875
F2,121,4,21,10,32.95322222,91.54463889,212.654,7284.66364,48,54,2.3,87.18666667,15.51108204,43.28858494,87.8387825,18.65807919,146.6384495,32.95322222,91.54463889,7284.66364,48,54,2.3,,18.65807919,85.35024101,3.634241186,2916,1.193922468,9.337380075,2.926279253
F2,122,4,22,10,48.72730556,129.3460833,297.1083333,5921.155094,37,74,0.8,35.05,12.71841683,30.5424681,65.62180385,16.1147369,108.8826888,48.72730556,129.3460833,5921.155094,37,74,0.8,35.05,16.1147369,76.94904219,3.332221852,5476,0.587786665,5.920304046,2.779734189
F2,123,4,23,10,60.54203333,121.0982667,348.6036,6706.478476,42,52,0.8,35.65233333,12.17155253,35.93858357,77.57934587,4.353649147,125.689482,60.54203333,121.0982667,6706.478476,42,52,0.8,35.65233333,4.353649147,81.89309175,3.476026645,2704,0.587786665,5.970957489,1.471014378
F2,124,4,24,10,39.16677778,123.8045278,240.1148333,7096.603938,34,52,0.4,17.51333333,18.17631315,52.49301546,110.6606663,22.53493421,181.3299949,39.16677778,123.8045278,7096.603938,34,52,0.4,17.51333333,22.53493421,84.2413434,3.239611801,2704,0.336472237,4.184893467,3.115066737
F2,125,4,25,11,52.44496667,116.0062333,320.4826,6182.651959,44,41,0.9,37.68,10.68768697,30.75390427,70.00044284,5.160607906,111.4420341,52.44496667,116.0062333,6182.651959,44,41,0.9,37.68,5.160607906,78.6298414,3.530348335,1681,0.641853886,6.138403701,1.641054384
F2,126,4,26,11,48.85853333,131.4499333,313.1084,5970.214147,44,47,1,38.18333333,10.54787691,28.7674652,58.09364639,9.191453054,97.4089885,48.85853333,131.4499333,5970.214147,44,47,1,38.18333333,9.191453054,77.26716086,3.530348335,2209,0.693147181,6.179266407,2.218274036
F2,127,4,27,11,49.34597222,125.6259167,296.7366667,5646.030714,44,61,1.5,49.13333333,13.74749236,33.44477306,67.10158354,10.83199748,114.293849,49.34597222,125.6259167,5646.030714,44,61,1.5,49.13333333,10.83199748,75.14007396,3.530348335,3721,0.916290732,7.009517339,2.382504484
F2,128,4,28,11,50.16072222,122.3650833,278.758,6567.326411,44,67,2,79.5,13.64058083,36.22828649,81.23459855,13.97195221,131.1034659,50.16072222,122.3650833,6567.326411,44,67,2,79.5,13.97195221,81.03904251,3.530348335,4489,1.098612289,8.91627725,2.637051907
F2,129,4,29,11,40.22761111,121.1505278,294.3373333,6560.285529,44,58,2.6,82.403,17.26323178,39.6184252,87.84439594,9.20098262,144.7260529,40.22761111,121.1505278,6560.285529,44,58,,82.403,9.20098262,80.99558957,3.530348335,3364,1.280933845,9.077609818,2.219310285
F2,130,4,30,11,48.53372222,114.8720833,274.787,6600.634328,38,46,0.7,32.10333333,17.3436581,41.9338455,101.4472769,8.105630252,160.7247805,48.53372222,114.8720833,6600.634328,38,46,0.7,32.10333333,8.105630252,81.24428797,3.361975407,2116,0.530628251,5.66598035,2.092558913
F2,131,4,31,12,58.75311111,145.0665833,307.0845,5818.115944,37,51,0.3,12.42666667,17.23119992,45.04431102,108.4158859,27.76451372,170.6913969,58.75311111,145.0665833,5818.115944,37,51,0.3,12.42666667,27.76451372,76.27657533,3.332221852,2601,0.262364264,3.525147752,3.32375872
F2,132,4,33,12,44.67911111,109.57425,244.3033333,7337.508112,42,35,0.4,12.83066667,19.62201088,44.75217314,99.94070239,9.488359419,164.3148864,44.67911111,109.57425,7337.508112,42,35,0.4,12.83066667,9.488359419,85.65925585,3.476026645,1225,0.336472237,3.581991997,2.250065723
F2,133,4,34,12,49.13169445,124.0817778,258.7308333,6842.905042,53,55,1.6,49.5,17.29339165,39.94462361,81.69213197,9.187366111,138.9301472,49.13169445,124.0817778,6842.905042,,55,1.6,49.5,9.187366111,82.72185347,3.756285754,3025,0.955511445,7.03562364,2.217829291
F2,134,4,35,12,50.29666667,130.8328889,294.2056667,6418.256542,35,55,0.5,24.2,16.9431905,42.03825914,100.1650906,6.891155215,159.1465403,50.29666667,130.8328889,6418.256542,35,55,0.5,24.2,6.891155215,80.11402213,3.27106631,3025,0.405465108,4.91934955,1.930238736
F2,135,4,36,12,43.17613889,124.2229445,319.2846667,6835.943653,39,50,0.9,30.9,15.39813853,42.23082433,91.89086852,6.404117766,149.5198314,43.17613889,124.2229445,6835.943653,39,50,0.9,30.9,6.404117766,82.67976568,3.391211443,2500,0.641853886,5.558776844,1.856941184
F2,136,5,36,12,47.41241667,114.9261944,262.6246667,7309.420291,53,22,1.1,34.43666667,,,,,,47.41241667,114.9261944,7309.420291,,22,1.1,34.43666667,,85.49514776,3.756285754,484,0.741937345,5.868276295,
F2,137,5,35,12,51.27869444,122.2064861,331.414,6484.302673,37,42,0.8,29.91666667,14.51393437,38.38749216,82.13873788,9.474462739,135.0401644,51.27869444,122.2064861,6484.302673,37,42,0.8,29.91666667,9.474462739,80.52516795,3.332221852,1764,0.587786665,5.469613027,2.248600046
F2,138,5,34,12,45.84933333,115.9645833,289.5971667,6280.542939,42,54,1.3,50.64,12.44344202,27.20589863,61.61589779,9.474462739,101.2652384,45.84933333,115.9645833,6280.542939,42,54,1.3,50.64,9.474462739,79.24987659,3.476026645,2916,0.832909123,7.11617875,2.248600046
F2,139,5,33,12,38.37730556,109.1563889,228.3735,6908.771362,38,55,1.1,27.73,13.13035904,34.65295077,71.87017004,5.351638399,119.6534799,38.37730556,109.1563889,6908.771362,38,55,1.1,27.73,5.351638399,83.11901926,3.361975407,3025,0.741937345,5.265928218,1.677402757
F2,140,5,32,12,50.12336111,121.4526389,307.7016667,6941.146171,39,35,0.3,13.31,22.75471995,56.72884087,118.8476928,6.319934787,198.3312537,50.12336111,121.4526389,6941.146171,39,35,0.3,13.31,6.319934787,83.31354134,3.391211443,1225,0.262364264,3.648287269,1.84370889
F2,141,5,31,12,42.21263889,128.4100556,251.4806667,6125.643523,41,71,1.2,43.98666667,18.16996918,42.81057802,100.7483653,9.52799932,161.7289125,42.21263889,128.4100556,6125.643523,41,71,1.2,43.98666667,9.52799932,78.26649042,3.44821724,5041,0.78845736,6.632244467,2.254234761
F2,142,5,30,11,46.13761111,112.9782778,253.915,7339.506814,39,63,1.5,52.08,22.84097025,47.83765128,111.4473723,11.90946334,182.1259938,46.13761111,112.9782778,7339.506814,39,63,1.5,52.08,11.90946334,85.67092164,3.391211443,3969,0.916290732,7.216647421,2.477333323
F2,143,5,29,11,64.73575,123.1324722,361.4941667,5786.999785,37,66,1.2,55.37666667,20.85312287,59.77498273,125.4131066,12.55472192,206.0412122,64.73575,123.1324722,5786.999785,37,66,1.2,55.37666667,12.55472192,76.07233259,3.332221852,4356,0.78845736,7.441550018,2.530096843
F2,144,5,28,11,46.15272222,117.4500278,294.8041667,6135.031363,42,54,1.1,37.37,,,,,,46.15272222,117.4500278,6135.031363,42,54,1.1,37.37,,78.32644102,3.476026645,2916,0.741937345,6.113100686,
F2,145,5,26,11,45.23661111,120.6064445,255.7943333,5653.223017,37,47,0.9,27.99333333,8.857676241,29.47604017,68.41992047,5.325359909,106.7536369,45.23661111,120.6064445,5653.223017,37,47,0.9,27.99333333,5.325359909,75.18791803,3.332221852,2209,0.641853886,5.290872644,1.672480298
F2,146,5,25,11,36.67988889,106.1179167,209.563,7736.415749,38,53,0.3,13.6,8.507856426,21.93025598,48.57496034,10.60386733,79.01307274,36.67988889,106.1179167,7736.415749,38,53,0.3,13.6,10.60386733,87.95689711,3.361975407,2809,0.262364264,3.687817783,2.361218777
F2,147,5,24,10,52.84933334,143.36575,312.2106667,5961.886223,38,44,0.3,13.18333333,,,,,,52.84933334,143.36575,5961.886223,38,44,0.3,13.18333333,,77.2132516,3.361975407,1936,0.262364264,3.630886025,
F2,148,5,23,10,51.15561111,122.0366111,270.915,6363.595068,37,31,0.9,31.92766667,11.51385939,31.81088222,68.26551323,4.782121875,111.5902548,51.15561111,122.0366111,6363.595068,37,31,0.9,31.92766667,4.782121875,79.77214469,3.332221852,961,0.641853886,5.650457209,1.564884355
F2,149,5,22,10,48.81327778,127.5036389,290.6581667,6613.811376,37,75,1.9,70.573,,,,,,48.81327778,127.5036389,6613.811376,37,75,1.9,70.573,,81.32534277,3.332221852,5625,1.064710737,8.400773774,
F2,150,5,21,10,43.0269,104.0011333,262.3644,6793.694569,42,62,1.6,61.16066667,19.61278958,48.9172686,102.6799901,9.493972971,171.2100483,43.0269,104.0011333,6793.694569,42,62,1.6,61.16066667,9.493972971,82.42387135,3.476026645,3844,0.955511445,7.820528542,2.250657173
F2,151,5,20,10,40.67694445,102.9065833,242.9143333,7131.202681,39,47,0.9,33.16766667,22.39508951,44.90647458,118.6634969,12.24974812,185.965061,40.67694445,102.9065833,7131.202681,39,47,0.9,33.16766667,12.24974812,84.4464486,3.391211443,2209,0.641853886,5.759137667,2.505505375
F2,152,5,19,10,42.73022222,112.3207778,247.2406667,6635.993945,42,46,1.3,50.36633333,18.94181916,39.26199263,99.65149756,12.85794166,157.8553094,42.73022222,112.3207778,6635.993945,42,46,1.3,50.36633333,12.85794166,81.46161025,3.476026645,2116,0.832909123,7.096924216,2.553961648
F2,153,5,18,9,42.40605556,102.5716389,213.787,6921.687216,37,45,0.8,35.45133333,15.56783113,35.59342721,79.29728544,19.49041882,130.4585438,42.40605556,102.5716389,6921.687216,37,45,0.8,35.45133333,19.49041882,83.19667791,3.332221852,2025,0.587786665,5.954102227,2.969923002
F2,154,5,17,9,32.83988889,99.81611111,208.078,7693.337658,39,60,0.5,21.07766667,19.75717563,47.5306717,100.8669961,11.33876524,168.1548435,32.83988889,99.81611111,7693.337658,39,60,0.5,21.07766667,11.33876524,87.71167344,3.391211443,3600,0.405465108,4.591042003,2.428227407
F2,155,5,16,9,43.06058334,123.4173333,239.1658333,6684.523037,41,66,1.6,63.93133333,11.21025004,28.34172308,57.0207294,7.731450842,96.57270251,43.06058334,123.4173333,6684.523037,41,66,1.6,63.93133333,7.731450842,81.75893246,3.44821724,4356,0.955511445,7.995707181,2.045296535
F2,156,5,15,9,52.19980556,134.7824445,311.511,6287.477827,41,60,0.4,17.676,16.76022063,46.90819016,98.39363617,7.930425792,162.062047,52.19980556,134.7824445,6287.477827,41,60,0.4,17.676,7.930425792,79.29361782,3.44821724,3600,0.336472237,4.20428353,2.070706728
F2,157,5,14,9,49.87461111,121.4027222,273.2491667,6247.685484,42,57,1,37.88566667,16.04674905,33.24617843,82.63010168,19.15055966,131.9230292,49.87461111,121.4027222,6247.685484,42,57,1,37.88566667,19.15055966,79.04230186,3.476026645,3249,0.693147181,6.155133359,2.95233194
F2,158,5,13,9,32.85283334,116.0387778,193.8856667,7666.385464,,,,,10.09807886,24.18503404,45.94195392,11.98775021,80.22506682,32.85283334,116.0387778,7666.385464,,,,,11.98775021,87.55789778,,,,,2.483885313
F2,159,5,12,8,51.97336111,118.55675,325.6593333,6038.73026,42,70,1.1,45.01033333,3.717706539,40.11927441,87.91258062,18.63529765,131.7495616,51.97336111,118.55675,6038.73026,42,70,1.1,45.01033333,18.63529765,77.70926753,3.476026645,4900,0.741937345,6.708974089,2.925057505
F2,160,5,11,8,48.47188889,121.0260555,301.109,6728.732966,39,57,0.8,27.86333333,18.53947957,45.15434827,109.82793,22.27347216,173.5217579,48.47188889,121.0260555,6728.732966,39,57,0.8,27.86333333,22.27347216,82.02885447,3.391211443,3249,0.587786665,5.278573039,3.103396381
F2,161,5,10,8,62.53361111,155.2046667,374.897,5640.504003,34,55,0.4,16.08666667,10.01744454,26.72789171,58.60334745,20.91874668,95.34868371,62.53361111,,5640.504003,34,55,0.4,16.08666667,20.91874668,75.1032889,3.239611801,3025,0.336472237,4.010818703,3.040645727
F2,162,5,9,8,49.88411111,125.5956945,283.1933333,5792.234263,44,56,0.8,31.66,17.27460239,30.73164173,79.7364816,8.6818826,127.7427257,49.88411111,125.5956945,5792.234263,44,56,0.8,31.66,8.6818826,76.10672942,3.530348335,3136,0.587786665,5.626721959,2.161238395
F2,163,5,8,8,55.03661111,138.1314445,319.752,6290.83928,41,54,1.6,55.12,12.12197941,26.99220142,66.23396904,10.84132647,105.3481499,55.03661111,138.1314445,6290.83928,41,54,1.6,55.12,10.84132647,79.31481123,3.44821724,2916,0.955511445,7.424284477,2.383365357
F2,164,5,7,8,46.07330556,128.5362778,262.0545,6078.931428,37,64,0.8,30.68,11.52900865,26.88486003,62.47348292,13.0359922,100.8873516,46.07330556,128.5362778,6078.931428,37,64,0.8,30.68,13.0359922,77.96750238,3.332221852,4096,0.587786665,5.53895297,2.567714163
F2,165,5,6,7,52.04911111,126.0997778,273.6663333,6733.434458,49,70,0.6,23.58666667,14.06736031,36.82038894,79.83146113,9.583779651,130.7192104,52.04911111,126.0997778,6733.434458,49,70,0.6,23.58666667,9.583779651,82.05750702,3.65930571,4900,0.470003629,4.856610615,2.26007205
F2,166,5,5,7,39.38216667,103.9496944,240.8241667,8834.11205,,22,0.4,18.31333333,16.33177715,41.27997029,84.43523681,11.16668941,142.0469843,39.38216667,103.9496944,,,22,0.4,18.31333333,11.16668941,93.98995718,,484,0.336472237,4.279408058,2.412935187
F2,167,5,4,7,48.49626667,111.8405333,288.6518,6579.136924,,15,0.3,17.45666667,8.132972719,28.29308175,62.34160432,5.165013821,98.76765879,48.49626667,111.8405333,6579.136924,,,0.3,17.45666667,5.165013821,81.11187906,,225,0.262364264,4.178117599,1.641907778
F2,168,5,3,7,40.52263889,119.2346111,225.176,6891.736969,42,58,0.5,21.649,11.0871839,29.66074969,68.2149922,13.85905278,108.9629258,40.52263889,119.2346111,6891.736969,42,58,0.5,21.649,13.85905278,83.01648613,3.476026645,3364,0.405465108,4.65284859,2.628938649
F2,169,5,2,7,40.77241667,103.0248889,244.7196667,6409.247242,42,52,0.6,27.67,13.8468466,41.52917742,95.97491377,9.003932846,151.3509378,40.77241667,103.0248889,6409.247242,42,52,0.6,27.67,9.003932846,80.0577744,3.476026645,2704,0.470003629,5.260228132,2.197661465
F2,170,6,12,8,36.25530555,101.9117778,217.5823333,7620.812784,39,51,0.9,34.84333333,11.90351103,18.99046994,53.58627233,9.563425327,84.48025329,36.25530555,101.9117778,7620.812784,39,51,0.9,34.84333333,9.563425327,87.29726676,3.391211443,2601,0.641853886,5.902824183,2.257945961
F2,171,6,11,8,44.86916667,121.6883889,269.4865,6264.038502,38,52,0.6,24.60666667,13.64983679,21.62800139,59.16678792,19.79967774,94.4446261,44.86916667,121.6883889,6264.038502,38,52,0.6,24.60666667,19.79967774,79.14567899,3.361975407,2704,0.470003629,4.960510727,2.985665662
F2,172,6,10,8,34.994,98.90800001,206.4761667,9210.988534,37,52,0.5,25.39,17.36116469,40.75630777,94.78239292,12.38741674,152.8998654,34.994,98.90800001,,37,52,0.5,25.39,12.38741674,,3.332221852,2704,0.405465108,5.038849075,2.516681178
F2,173,6,9,8,53.15602778,115.5419167,336.2403333,5808.652389,36,60,0.9,36.88666667,19.05906132,33.92228719,85.30180346,53.93654971,138.283152,53.15602778,115.5419167,5808.652389,36,60,0.9,36.88666667,,76.21451561,3.301927249,3600,0.641853886,6.073439443,3.98780835
F2,174,6,8,8,39.06730556,109.8923056,218.4891667,6739.487346,,,,,6.649627153,19.61796635,39.17378246,3.791085937,65.44137596,39.06730556,109.8923056,6739.487346,,,,,3.791085937,82.09438072,,,,,1.332652505
F2,175,6,7,8,47.87091667,130.4487223,279.2923333,6293.84869,44,49,0.7,31.61666667,9.734808436,21.39163581,43.11883874,11.68315408,74.24528299,47.87091667,130.4487223,6293.84869,44,49,0.7,31.61666667,11.68315408,79.33378026,3.530348335,2401,0.530628251,5.622869967,2.458147982
F2,176,6,6,7,40.017,113.5071944,219.3881667,7620.20333,53,27,1.6,61.564,14.25452483,25.84020185,63.49116359,16.46720392,103.5858903,40.017,113.5071944,7620.20333,,27,1.6,61.564,16.46720392,87.29377601,3.756285754,729,0.955511445,7.846273001,2.801370762
F2,177,6,5,7,47.25763889,130.5365556,259.722,6153.655633,53,52,1.5,58.5,10.57665012,20.92571675,49.04387035,10.01151594,80.54623722,47.25763889,130.5365556,6153.655633,,52,1.5,58.5,10.01151594,78.44523971,3.756285754,2704,0.916290732,7.64852927,2.303736024
